date,home_team,away_team,full_time_result,season,league
2022-12-26,Crystal Palace,Fulham,A,2022-2023,EPL
2022-12-26,Everton,Wolves,A,2022-2023,EPL
2022-12-26,Leicester,Newcastle,A,2022-2023,EPL
2022-12-26,Southampton,Brighton,A,2022-2023,EPL
2022-12-26,Aston Villa,Liverpool,A,2022-2023,EPL
2022-12-26,Arsenal,West Ham,H,2022-2023,EPL
2022-12-27,Chelsea,Bournemouth,H,2022-2023,EPL
2022-12-27,Man United,Nott'm Forest,H,2022-2023,EPL
2022-12-28,Leeds,Man City,A,2022-2023,EPL
2022-12-30,West Ham,Brentford,A,2022-2023,EPL
2022-12-30,Liverpool,Leicester,H,2022-2023,EPL
2022-12-31,Wolves,Man United,A,2022-2023,EPL
2022-12-31,Bournemouth,Crystal Palace,A,2022-2023,EPL
2022-12-31,Fulham,Southampton,H,2022-2023,EPL
2022-12-31,Man City,Everton,D,2022-2023,EPL
2022-12-31,Newcastle,Leeds,D,2022-2023,EPL
2022-12-31,Brighton,Arsenal,A,2022-2023,EPL
2023-01-01,Tottenham,Aston Villa,A,2022-2023,EPL
2023-01-01,Nott'm Forest,Chelsea,D,2022-2023,EPL
2023-01-02,Brentford,Liverpool,H,2022-2023,EPL
2023-01-03,Arsenal,Newcastle,D,2022-2023,EPL
2023-01-03,Everton,Brighton,A,2022-2023,EPL
2023-01-03,Leicester,Fulham,A,2022-2023,EPL
2023-01-03,Man United,Bournemouth,H,2022-2023,EPL
2023-01-04,Southampton,Nott'm Forest,A,2022-2023,EPL
2023-01-04,Leeds,West Ham,D,2022-2023,EPL
2023-01-04,Aston Villa,Wolves,D,2022-2023,EPL
2023-01-04,Crystal Palace,Tottenham,A,2022-2023,EPL
2023-01-05,Chelsea,Man City,A,2022-2023,EPL
2023-01-12,Fulham,Chelsea,H,2022-2023,EPL
2023-01-13,Aston Villa,Leeds,H,2022-2023,EPL
2023-01-14,Man United,Man City,H,2022-2023,EPL
2023-01-14,Brighton,Liverpool,H,2022-2023,EPL
2023-01-14,Everton,Southampton,A,2022-2023,EPL
2023-01-14,Nott'm Forest,Leicester,H,2022-2023,EPL
2023-01-14,Wolves,West Ham,H,2022-2023,EPL
2023-01-14,Brentford,Bournemouth,H,2022-2023,EPL
2023-01-15,Chelsea,Crystal Palace,H,2022-2023,EPL
2023-01-15,Newcastle,Fulham,H,2022-2023,EPL
2023-01-15,Tottenham,Arsenal,A,2022-2023,EPL
2023-01-18,Crystal Palace,Man United,D,2022-2023,EPL
2023-01-19,Man City,Tottenham,H,2022-2023,EPL
2023-01-21,Liverpool,Chelsea,D,2022-2023,EPL
2023-01-21,Bournemouth,Nott'm Forest,D,2022-2023,EPL
2023-01-21,Leicester,Brighton,D,2022-2023,EPL
2023-01-21,Southampton,Aston Villa,A,2022-2023,EPL
2023-01-21,West Ham,Everton,H,2022-2023,EPL
2023-01-21,Crystal Palace,Newcastle,D,2022-2023,EPL
2023-01-22,Leeds,Brentford,D,2022-2023,EPL
2023-01-22,Man City,Wolves,H,2022-2023,EPL
2023-01-22,Arsenal,Man United,H,2022-2023,EPL
2023-01-23,Fulham,Tottenham,A,2022-2023,EPL
2023-02-03,Chelsea,Fulham,D,2022-2023,EPL
2023-02-04,Everton,Arsenal,H,2022-2023,EPL
2023-02-04,Aston Villa,Leicester,A,2022-2023,EPL
2023-02-04,Brentford,Southampton,H,2022-2023,EPL
2023-02-04,Brighton,Bournemouth,H,2022-2023,EPL
2023-02-04,Man United,Crystal Palace,H,2022-2023,EPL
2023-02-04,Wolves,Liverpool,H,2022-2023,EPL
2023-02-04,Newcastle,West Ham,D,2022-2023,EPL
2023-02-05,Nott'm Forest,Leeds,H,2022-2023,EPL
2023-02-05,Tottenham,Man City,H,2022-2023,EPL
2023-02-08,Man United,Leeds,D,2022-2023,EPL
2023-02-11,West Ham,Chelsea,D,2022-2023,EPL
2023-02-11,Arsenal,Brentford,D,2022-2023,EPL
2023-02-11,Crystal Palace,Brighton,D,2022-2023,EPL
2023-02-11,Fulham,Nott'm Forest,H,2022-2023,EPL
2023-02-11,Leicester,Tottenham,H,2022-2023,EPL
2023-02-11,Southampton,Wolves,A,2022-2023,EPL
2023-02-11,Bournemouth,Newcastle,D,2022-2023,EPL
2023-02-12,Leeds,Man United,A,2022-2023,EPL
2023-02-12,Man City,Aston Villa,H,2022-2023,EPL
2023-02-13,Liverpool,Everton,H,2022-2023,EPL
2023-02-15,Arsenal,Man City,A,2022-2023,EPL
2023-02-18,Aston Villa,Arsenal,A,2022-2023,EPL
2023-02-18,Brentford,Crystal Palace,D,2022-2023,EPL
2023-02-18,Brighton,Fulham,A,2022-2023,EPL
2023-02-18,Chelsea,Southampton,A,2022-2023,EPL
2023-02-18,Everton,Leeds,H,2022-2023,EPL
2023-02-18,Nott'm Forest,Man City,D,2022-2023,EPL
2023-02-18,Wolves,Bournemouth,A,2022-2023,EPL
2023-02-18,Newcastle,Liverpool,A,2022-2023,EPL
2023-02-19,Man United,Leicester,H,2022-2023,EPL
2023-02-19,Tottenham,West Ham,H,2022-2023,EPL
2023-02-24,Fulham,Wolves,D,2022-2023,EPL
2023-02-25,Everton,Aston Villa,A,2022-2023,EPL
2023-02-25,Leeds,Southampton,H,2022-2023,EPL
2023-02-25,Leicester,Arsenal,A,2022-2023,EPL
2023-02-25,West Ham,Nott'm Forest,H,2022-2023,EPL
2023-02-25,Bournemouth,Man City,A,2022-2023,EPL
2023-02-25,Crystal Palace,Liverpool,D,2022-2023,EPL
2023-02-26,Tottenham,Chelsea,H,2022-2023,EPL
2023-03-01,Arsenal,Everton,H,2022-2023,EPL
2023-03-01,Liverpool,Wolves,H,2022-2023,EPL
2023-03-04,Man City,Newcastle,H,2022-2023,EPL
2023-03-04,Arsenal,Bournemouth,H,2022-2023,EPL
2023-03-04,Aston Villa,Crystal Palace,H,2022-2023,EPL
2023-03-04,Brighton,West Ham,H,2022-2023,EPL
2023-03-04,Chelsea,Leeds,H,2022-2023,EPL
2023-03-04,Wolves,Tottenham,H,2022-2023,EPL
2023-03-04,Southampton,Leicester,H,2022-2023,EPL
2023-03-05,Nott'm Forest,Everton,D,2022-2023,EPL
2023-03-05,Liverpool,Man United,H,2022-2023,EPL
2023-03-06,Brentford,Fulham,H,2022-2023,EPL
2023-03-11,Bournemouth,Liverpool,H,2022-2023,EPL
2023-03-11,Everton,Brentford,H,2022-2023,EPL
2023-03-11,Leeds,Brighton,D,2022-2023,EPL
2023-03-11,Leicester,Chelsea,A,2022-2023,EPL
2023-03-11,Tottenham,Nott'm Forest,H,2022-2023,EPL
2023-03-11,Crystal Palace,Man City,A,2022-2023,EPL
2023-03-12,Fulham,Arsenal,A,2022-2023,EPL
2023-03-12,Man United,Southampton,D,2022-2023,EPL
2023-03-12,West Ham,Aston Villa,D,2022-2023,EPL
2023-03-12,Newcastle,Wolves,H,2022-2023,EPL
2023-03-15,Brighton,Crystal Palace,H,2022-2023,EPL
2023-03-15,Southampton,Brentford,A,2022-2023,EPL
2023-03-17,Nott'm Forest,Newcastle,A,2022-2023,EPL
2023-03-18,Aston Villa,Bournemouth,H,2022-2023,EPL
2023-03-18,Brentford,Leicester,D,2022-2023,EPL
2023-03-18,Southampton,Tottenham,D,2022-2023,EPL
2023-03-18,Wolves,Leeds,A,2022-2023,EPL
2023-03-18,Chelsea,Everton,D,2022-2023,EPL
2023-03-19,Arsenal,Crystal Palace,H,2022-2023,EPL
2023-04-01,Man City,Liverpool,H,2022-2023,EPL
2023-04-01,Arsenal,Leeds,H,2022-2023,EPL
2023-04-01,Bournemouth,Fulham,H,2022-2023,EPL
2023-04-01,Brighton,Brentford,D,2022-2023,EPL
2023-04-01,Crystal Palace,Leicester,H,2022-2023,EPL
2023-04-01,Nott'm Forest,Wolves,D,2022-2023,EPL
2023-04-01,Chelsea,Aston Villa,A,2022-2023,EPL
2023-04-02,West Ham,Southampton,H,2022-2023,EPL
2023-04-02,Newcastle,Man United,H,2022-2023,EPL
2023-04-03,Everton,Tottenham,D,2022-2023,EPL
2023-04-04,Bournemouth,Brighton,A,2022-2023,EPL
2023-04-04,Leeds,Nott'm Forest,H,2022-2023,EPL
2023-04-04,Leicester,Aston Villa,A,2022-2023,EPL
2023-04-04,Chelsea,Liverpool,D,2022-2023,EPL
2023-04-05,Man United,Brentford,H,2022-2023,EPL
2023-04-05,West Ham,Newcastle,A,2022-2023,EPL
2023-04-08,Man United,Everton,H,2022-2023,EPL
2023-04-08,Aston Villa,Nott'm Forest,H,2022-2023,EPL
2023-04-08,Brentford,Newcastle,A,2022-2023,EPL
2023-04-08,Fulham,West Ham,A,2022-2023,EPL
2023-04-08,Leicester,Bournemouth,A,2022-2023,EPL
2023-04-08,Tottenham,Brighton,H,2022-2023,EPL
2023-04-08,Wolves,Chelsea,H,2022-2023,EPL
2023-04-08,Southampton,Man City,A,2022-2023,EPL
2023-04-09,Leeds,Crystal Palace,A,2022-2023,EPL
2023-04-09,Liverpool,Arsenal,D,2022-2023,EPL
2023-04-15,Aston Villa,Newcastle,H,2022-2023,EPL
2023-04-15,Chelsea,Brighton,A,2022-2023,EPL
2023-04-15,Everton,Fulham,A,2022-2023,EPL
2023-04-15,Southampton,Crystal Palace,A,2022-2023,EPL
2023-04-15,Tottenham,Bournemouth,A,2022-2023,EPL
2023-04-15,Wolves,Brentford,H,2022-2023,EPL
2023-04-15,Man City,Leicester,H,2022-2023,EPL
2023-04-16,West Ham,Arsenal,D,2022-2023,EPL
2023-04-16,Nott'm Forest,Man United,A,2022-2023,EPL
2023-04-17,Leeds,Liverpool,A,2022-2023,EPL
2023-04-21,Arsenal,Southampton,D,2022-2023,EPL
2023-04-22,Fulham,Leeds,H,2022-2023,EPL
2023-04-22,Brentford,Aston Villa,D,2022-2023,EPL
2023-04-22,Crystal Palace,Everton,D,2022-2023,EPL
2023-04-22,Leicester,Wolves,H,2022-2023,EPL
2023-04-22,Liverpool,Nott'm Forest,H,2022-2023,EPL
2023-04-23,Bournemouth,West Ham,A,2022-2023,EPL
2023-04-23,Newcastle,Tottenham,H,2022-2023,EPL
2023-04-25,Wolves,Crystal Palace,H,2022-2023,EPL
2023-04-25,Aston Villa,Fulham,H,2022-2023,EPL
2023-04-25,Leeds,Leicester,D,2022-2023,EPL
2023-04-26,Nott'm Forest,Brighton,H,2022-2023,EPL
2023-04-26,Chelsea,Brentford,A,2022-2023,EPL
2023-04-26,West Ham,Liverpool,A,2022-2023,EPL
2023-04-26,Man City,Arsenal,H,2022-2023,EPL
2023-04-27,Everton,Newcastle,A,2022-2023,EPL
2023-04-27,Southampton,Bournemouth,A,2022-2023,EPL
2023-04-27,Tottenham,Man United,D,2022-2023,EPL
2023-04-29,Crystal Palace,West Ham,H,2022-2023,EPL
2023-04-29,Brentford,Nott'm Forest,H,2022-2023,EPL
2023-04-29,Brighton,Wolves,H,2022-2023,EPL
2023-04-30,Bournemouth,Leeds,H,2022-2023,EPL
2023-04-30,Fulham,Man City,A,2022-2023,EPL
2023-04-30,Man United,Aston Villa,H,2022-2023,EPL
2023-04-30,Newcastle,Southampton,H,2022-2023,EPL
2023-04-30,Liverpool,Tottenham,H,2022-2023,EPL
2023-05-01,Leicester,Everton,D,2022-2023,EPL
2023-05-02,Arsenal,Chelsea,H,2022-2023,EPL
2023-05-03,Liverpool,Fulham,H,2022-2023,EPL
2023-05-03,Man City,West Ham,H,2022-2023,EPL
2023-05-04,Brighton,Man United,H,2022-2023,EPL
2023-05-06,Bournemouth,Chelsea,A,2022-2023,EPL
2023-05-06,Man City,Leeds,H,2022-2023,EPL
2023-05-06,Tottenham,Crystal Palace,H,2022-2023,EPL
2023-05-06,Wolves,Aston Villa,H,2022-2023,EPL
2023-05-06,Liverpool,Brentford,H,2022-2023,EPL
2023-05-07,Newcastle,Arsenal,A,2022-2023,EPL
2023-05-07,West Ham,Man United,H,2022-2023,EPL
2023-05-08,Fulham,Leicester,H,2022-2023,EPL
2023-05-08,Brighton,Everton,A,2022-2023,EPL
2023-05-08,Nott'm Forest,Southampton,H,2022-2023,EPL
2023-05-13,Leeds,Newcastle,D,2022-2023,EPL
2023-05-13,Aston Villa,Tottenham,H,2022-2023,EPL
2023-05-13,Chelsea,Nott'm Forest,D,2022-2023,EPL
2023-05-13,Crystal Palace,Bournemouth,H,2022-2023,EPL
2023-05-13,Man United,Wolves,H,2022-2023,EPL
2023-05-13,Southampton,Fulham,A,2022-2023,EPL
2023-05-14,Brentford,West Ham,H,2022-2023,EPL
2023-05-14,Everton,Man City,A,2022-2023,EPL
2023-05-14,Arsenal,Brighton,A,2022-2023,EPL
2023-05-15,Leicester,Liverpool,A,2022-2023,EPL
2023-05-18,Newcastle,Brighton,H,2022-2023,EPL
2023-05-20,Tottenham,Brentford,A,2022-2023,EPL
2023-05-20,Bournemouth,Man United,A,2022-2023,EPL
2023-05-20,Fulham,Crystal Palace,D,2022-2023,EPL
2023-05-20,Liverpool,Aston Villa,D,2022-2023,EPL
2023-05-20,Wolves,Everton,D,2022-2023,EPL
2023-05-20,Nott'm Forest,Arsenal,H,2022-2023,EPL
2023-05-21,West Ham,Leeds,H,2022-2023,EPL
2023-05-21,Brighton,Southampton,H,2022-2023,EPL
2023-05-21,Man City,Chelsea,H,2022-2023,EPL
2023-05-22,Newcastle,Leicester,D,2022-2023,EPL
2023-05-24,Brighton,Man City,D,2022-2023,EPL
2023-05-25,Man United,Chelsea,H,2022-2023,EPL
2023-05-28,Arsenal,Wolves,H,2022-2023,EPL
2023-05-28,Aston Villa,Brighton,H,2022-2023,EPL
2023-05-28,Brentford,Man City,H,2022-2023,EPL
2023-05-28,Chelsea,Newcastle,D,2022-2023,EPL
2023-05-28,Crystal Palace,Nott'm Forest,D,2022-2023,EPL
2023-05-28,Everton,Bournemouth,H,2022-2023,EPL
2023-05-28,Leeds,Tottenham,A,2022-2023,EPL
2023-05-28,Leicester,West Ham,H,2022-2023,EPL
2023-05-28,Man United,Fulham,H,2022-2023,EPL
2023-05-28,Southampton,Liverpool,D,2022-2023,EPL
2022-08-12,Osasuna,Sevilla,H,2022-2023,LaLiga
2022-08-13,Celta,Espanol,D,2022-2023,LaLiga
2022-08-13,Valladolid,Villarreal,A,2022-2023,LaLiga
2022-08-13,Barcelona,Vallecano,D,2022-2023,LaLiga
2022-08-14,Cadiz,Sociedad,A,2022-2023,LaLiga
2022-08-14,Valencia,Girona,H,2022-2023,LaLiga
2022-08-14,Almeria,Real Madrid,A,2022-2023,LaLiga
2022-08-15,Ath Bilbao,Mallorca,D,2022-2023,LaLiga
2022-08-15,Getafe,Ath Madrid,A,2022-2023,LaLiga
2022-08-15,Betis,Elche,H,2022-2023,LaLiga
2022-08-19,Espanol,Vallecano,A,2022-2023,LaLiga
2022-08-19,Sevilla,Valladolid,D,2022-2023,LaLiga
2022-08-20,Osasuna,Cadiz,H,2022-2023,LaLiga
2022-08-20,Mallorca,Betis,A,2022-2023,LaLiga
2022-08-20,Celta,Real Madrid,A,2022-2023,LaLiga
2022-08-21,Ath Bilbao,Valencia,H,2022-2023,LaLiga
2022-08-21,Ath Madrid,Villarreal,A,2022-2023,LaLiga
2022-08-21,Sociedad,Barcelona,A,2022-2023,LaLiga
2022-08-22,Elche,Almeria,D,2022-2023,LaLiga
2022-08-22,Girona,Getafe,H,2022-2023,LaLiga
2022-08-26,Girona,Celta,A,2022-2023,LaLiga
2022-08-26,Betis,Osasuna,H,2022-2023,LaLiga
2022-08-27,Elche,Sociedad,A,2022-2023,LaLiga
2022-08-27,Vallecano,Mallorca,A,2022-2023,LaLiga
2022-08-27,Almeria,Sevilla,H,2022-2023,LaLiga
2022-08-28,Getafe,Villarreal,D,2022-2023,LaLiga
2022-08-28,Barcelona,Valladolid,H,2022-2023,LaLiga
2022-08-28,Espanol,Real Madrid,A,2022-2023,LaLiga
2022-08-29,Cadiz,Ath Bilbao,A,2022-2023,LaLiga
2022-08-29,Valencia,Ath Madrid,A,2022-2023,LaLiga
2022-09-02,Celta,Cadiz,H,2022-2023,LaLiga
2022-09-03,Mallorca,Girona,D,2022-2023,LaLiga
2022-09-03,Real Madrid,Betis,H,2022-2023,LaLiga
2022-09-03,Sociedad,Ath Madrid,D,2022-2023,LaLiga
2022-09-03,Sevilla,Barcelona,A,2022-2023,LaLiga
2022-09-04,Osasuna,Vallecano,H,2022-2023,LaLiga
2022-09-04,Ath Bilbao,Espanol,A,2022-2023,LaLiga
2022-09-04,Villarreal,Elche,H,2022-2023,LaLiga
2022-09-04,Valencia,Getafe,H,2022-2023,LaLiga
2022-09-05,Valladolid,Almeria,H,2022-2023,LaLiga
2022-09-09,Girona,Valladolid,H,2022-2023,LaLiga
2022-09-10,Vallecano,Valencia,H,2022-2023,LaLiga
2022-09-10,Espanol,Sevilla,A,2022-2023,LaLiga
2022-09-10,Cadiz,Barcelona,A,2022-2023,LaLiga
2022-09-10,Ath Madrid,Celta,H,2022-2023,LaLiga
2022-09-11,Real Madrid,Mallorca,H,2022-2023,LaLiga
2022-09-11,Elche,Ath Bilbao,A,2022-2023,LaLiga
2022-09-11,Getafe,Sociedad,H,2022-2023,LaLiga
2022-09-11,Betis,Villarreal,H,2022-2023,LaLiga
2022-09-12,Almeria,Osasuna,A,2022-2023,LaLiga
2022-09-16,Valladolid,Cadiz,A,2022-2023,LaLiga
2022-09-17,Mallorca,Almeria,H,2022-2023,LaLiga
2022-09-17,Barcelona,Elche,H,2022-2023,LaLiga
2022-09-17,Valencia,Celta,H,2022-2023,LaLiga
2022-09-17,Ath Bilbao,Vallecano,H,2022-2023,LaLiga
2022-09-18,Osasuna,Getafe,A,2022-2023,LaLiga
2022-09-18,Villarreal,Sevilla,D,2022-2023,LaLiga
2022-09-18,Betis,Girona,H,2022-2023,LaLiga
2022-09-18,Sociedad,Espanol,H,2022-2023,LaLiga
2022-09-18,Ath Madrid,Real Madrid,A,2022-2023,LaLiga
2022-09-30,Ath Bilbao,Almeria,H,2022-2023,LaLiga
2022-10-01,Cadiz,Villarreal,D,2022-2023,LaLiga
2022-10-01,Getafe,Valladolid,A,2022-2023,LaLiga
2022-10-01,Sevilla,Ath Madrid,A,2022-2023,LaLiga
2022-10-01,Mallorca,Barcelona,A,2022-2023,LaLiga
2022-10-02,Espanol,Valencia,D,2022-2023,LaLiga
2022-10-02,Celta,Betis,H,2022-2023,LaLiga
2022-10-02,Girona,Sociedad,A,2022-2023,LaLiga
2022-10-02,Real Madrid,Osasuna,D,2022-2023,LaLiga
2022-10-03,Vallecano,Elche,H,2022-2023,LaLiga
2022-10-07,Osasuna,Valencia,A,2022-2023,LaLiga
2022-10-08,Almeria,Vallecano,H,2022-2023,LaLiga
2022-10-08,Ath Madrid,Girona,H,2022-2023,LaLiga
2022-10-08,Sevilla,Ath Bilbao,D,2022-2023,LaLiga
2022-10-08,Getafe,Real Madrid,A,2022-2023,LaLiga
2022-10-09,Valladolid,Betis,D,2022-2023,LaLiga
2022-10-09,Cadiz,Espanol,D,2022-2023,LaLiga
2022-10-09,Sociedad,Villarreal,H,2022-2023,LaLiga
2022-10-09,Barcelona,Celta,H,2022-2023,LaLiga
2022-10-10,Elche,Mallorca,D,2022-2023,LaLiga
2022-10-14,Vallecano,Getafe,D,2022-2023,LaLiga
2022-10-15,Girona,Cadiz,D,2022-2023,LaLiga
2022-10-15,Valencia,Elche,D,2022-2023,LaLiga
2022-10-15,Mallorca,Sevilla,A,2022-2023,LaLiga
2022-10-15,Ath Bilbao,Ath Madrid,A,2022-2023,LaLiga
2022-10-16,Celta,Sociedad,A,2022-2023,LaLiga
2022-10-16,Real Madrid,Barcelona,H,2022-2023,LaLiga
2022-10-16,Espanol,Valladolid,H,2022-2023,LaLiga
2022-10-16,Betis,Almeria,H,2022-2023,LaLiga
2022-10-17,Villarreal,Osasuna,H,2022-2023,LaLiga
2022-10-18,Sevilla,Valencia,D,2022-2023,LaLiga
2022-10-18,Getafe,Ath Bilbao,D,2022-2023,LaLiga
2022-10-18,Ath Madrid,Vallecano,D,2022-2023,LaLiga
2022-10-19,Cadiz,Betis,D,2022-2023,LaLiga
2022-10-19,Valladolid,Celta,H,2022-2023,LaLiga
2022-10-19,Sociedad,Mallorca,H,2022-2023,LaLiga
2022-10-19,Elche,Real Madrid,A,2022-2023,LaLiga
2022-10-20,Almeria,Girona,H,2022-2023,LaLiga
2022-10-20,Osasuna,Espanol,H,2022-2023,LaLiga
2022-10-20,Barcelona,Villarreal,H,2022-2023,LaLiga
2022-10-22,Vallecano,Cadiz,H,2022-2023,LaLiga
2022-10-22,Valladolid,Sociedad,H,2022-2023,LaLiga
2022-10-22,Valencia,Mallorca,A,2022-2023,LaLiga
2022-10-22,Real Madrid,Sevilla,H,2022-2023,LaLiga
2022-10-23,Espanol,Elche,D,2022-2023,LaLiga
2022-10-23,Betis,Ath Madrid,A,2022-2023,LaLiga
2022-10-23,Girona,Osasuna,D,2022-2023,LaLiga
2022-10-23,Villarreal,Almeria,H,2022-2023,LaLiga
2022-10-23,Barcelona,Ath Bilbao,H,2022-2023,LaLiga
2022-10-24,Celta,Getafe,D,2022-2023,LaLiga
2022-10-28,Mallorca,Espanol,D,2022-2023,LaLiga
2022-10-29,Almeria,Celta,H,2022-2023,LaLiga
2022-10-29,Cadiz,Ath Madrid,H,2022-2023,LaLiga
2022-10-29,Sevilla,Vallecano,A,2022-2023,LaLiga
2022-10-29,Valencia,Barcelona,A,2022-2023,LaLiga
2022-10-30,Osasuna,Valladolid,H,2022-2023,LaLiga
2022-10-30,Real Madrid,Girona,D,2022-2023,LaLiga
2022-10-30,Ath Bilbao,Villarreal,H,2022-2023,LaLiga
2022-10-30,Sociedad,Betis,A,2022-2023,LaLiga
2022-10-31,Elche,Getafe,A,2022-2023,LaLiga
2022-11-04,Girona,Ath Bilbao,H,2022-2023,LaLiga
2022-11-05,Getafe,Cadiz,D,2022-2023,LaLiga
2022-11-05,Valladolid,Elche,H,2022-2023,LaLiga
2022-11-05,Celta,Osasuna,A,2022-2023,LaLiga
2022-11-05,Barcelona,Almeria,H,2022-2023,LaLiga
2022-11-06,Ath Madrid,Espanol,D,2022-2023,LaLiga
2022-11-06,Sociedad,Valencia,D,2022-2023,LaLiga
2022-11-06,Villarreal,Mallorca,A,2022-2023,LaLiga
2022-11-06,Betis,Sevilla,D,2022-2023,LaLiga
2022-11-07,Vallecano,Real Madrid,H,2022-2023,LaLiga
2022-11-08,Elche,Girona,A,2022-2023,LaLiga
2022-11-08,Ath Bilbao,Valladolid,H,2022-2023,LaLiga
2022-11-08,Osasuna,Barcelona,A,2022-2023,LaLiga
2022-11-09,Almeria,Getafe,H,2022-2023,LaLiga
2022-11-09,Sevilla,Sociedad,A,2022-2023,LaLiga
2022-11-09,Espanol,Villarreal,A,2022-2023,LaLiga
2022-11-09,Mallorca,Ath Madrid,H,2022-2023,LaLiga
2022-11-10,Vallecano,Celta,D,2022-2023,LaLiga
2022-11-10,Valencia,Betis,H,2022-2023,LaLiga
2022-11-10,Real Madrid,Cadiz,H,2022-2023,LaLiga
2022-12-29,Girona,Vallecano,D,2022-2023,LaLiga
2022-12-29,Betis,Ath Bilbao,D,2022-2023,LaLiga
2022-12-29,Ath Madrid,Elche,H,2022-2023,LaLiga
2022-12-30,Getafe,Mallorca,H,2022-2023,LaLiga
2022-12-30,Cadiz,Almeria,D,2022-2023,LaLiga
2022-12-30,Celta,Sevilla,D,2022-2023,LaLiga
2022-12-30,Valladolid,Real Madrid,A,2022-2023,LaLiga
2022-12-31,Barcelona,Espanol,D,2022-2023,LaLiga
2022-12-31,Sociedad,Osasuna,H,2022-2023,LaLiga
2022-12-31,Villarreal,Valencia,H,2022-2023,LaLiga
2023-01-06,Elche,Celta,A,2022-2023,LaLiga
2023-01-06,Valencia,Cadiz,A,2022-2023,LaLiga
2023-01-07,Villarreal,Real Madrid,H,2022-2023,LaLiga
2023-01-07,Mallorca,Valladolid,H,2022-2023,LaLiga
2023-01-07,Espanol,Girona,D,2022-2023,LaLiga
2023-01-08,Almeria,Sociedad,A,2022-2023,LaLiga
2023-01-08,Vallecano,Betis,A,2022-2023,LaLiga
2023-01-08,Sevilla,Getafe,H,2022-2023,LaLiga
2023-01-08,Ath Madrid,Barcelona,A,2022-2023,LaLiga
2023-01-09,Ath Bilbao,Osasuna,D,2022-2023,LaLiga
2023-01-13,Celta,Villarreal,D,2022-2023,LaLiga
2023-01-14,Valladolid,Vallecano,A,2022-2023,LaLiga
2023-01-14,Girona,Sevilla,H,2022-2023,LaLiga
2023-01-14,Osasuna,Mallorca,H,2022-2023,LaLiga
2023-01-14,Sociedad,Ath Bilbao,H,2022-2023,LaLiga
2023-01-15,Getafe,Espanol,A,2022-2023,LaLiga
2023-01-15,Almeria,Ath Madrid,D,2022-2023,LaLiga
2023-01-16,Cadiz,Elche,D,2022-2023,LaLiga
2023-01-20,Mallorca,Celta,H,2022-2023,LaLiga
2023-01-21,Vallecano,Sociedad,A,2022-2023,LaLiga
2023-01-21,Espanol,Betis,H,2022-2023,LaLiga
2023-01-21,Ath Madrid,Valladolid,H,2022-2023,LaLiga
2023-01-21,Sevilla,Cadiz,H,2022-2023,LaLiga
2023-01-22,Villarreal,Girona,H,2022-2023,LaLiga
2023-01-22,Elche,Osasuna,D,2022-2023,LaLiga
2023-01-22,Barcelona,Getafe,H,2022-2023,LaLiga
2023-01-22,Ath Bilbao,Real Madrid,A,2022-2023,LaLiga
2023-01-23,Valencia,Almeria,D,2022-2023,LaLiga
2023-01-27,Almeria,Espanol,H,2022-2023,LaLiga
2023-01-28,Cadiz,Mallorca,H,2022-2023,LaLiga
2023-01-28,Girona,Barcelona,A,2022-2023,LaLiga
2023-01-28,Sevilla,Elche,H,2022-2023,LaLiga
2023-01-28,Getafe,Betis,A,2022-2023,LaLiga
2023-01-29,Valladolid,Valencia,H,2022-2023,LaLiga
2023-01-29,Osasuna,Ath Madrid,A,2022-2023,LaLiga
2023-01-29,Celta,Ath Bilbao,H,2022-2023,LaLiga
2023-01-29,Real Madrid,Sociedad,D,2022-2023,LaLiga
2023-01-30,Villarreal,Vallecano,A,2022-2023,LaLiga
2023-02-01,Betis,Barcelona,A,2022-2023,LaLiga
2023-02-02,Real Madrid,Valencia,H,2022-2023,LaLiga
2023-02-03,Ath Bilbao,Cadiz,H,2022-2023,LaLiga
2023-02-04,Espanol,Osasuna,D,2022-2023,LaLiga
2023-02-04,Elche,Villarreal,H,2022-2023,LaLiga
2023-02-04,Ath Madrid,Getafe,D,2022-2023,LaLiga
2023-02-04,Betis,Celta,A,2022-2023,LaLiga
2023-02-05,Mallorca,Real Madrid,H,2022-2023,LaLiga
2023-02-05,Girona,Valencia,H,2022-2023,LaLiga
2023-02-05,Sociedad,Valladolid,A,2022-2023,LaLiga
2023-02-05,Barcelona,Sevilla,H,2022-2023,LaLiga
2023-02-06,Vallecano,Almeria,H,2022-2023,LaLiga
2023-02-10,Cadiz,Girona,H,2022-2023,LaLiga
2023-02-11,Almeria,Betis,A,2022-2023,LaLiga
2023-02-11,Sevilla,Mallorca,H,2022-2023,LaLiga
2023-02-11,Valencia,Ath Bilbao,A,2022-2023,LaLiga
2023-02-12,Getafe,Vallecano,D,2022-2023,LaLiga
2023-02-12,Celta,Ath Madrid,A,2022-2023,LaLiga
2023-02-12,Valladolid,Osasuna,D,2022-2023,LaLiga
2023-02-12,Villarreal,Barcelona,A,2022-2023,LaLiga
2023-02-13,Espanol,Sociedad,A,2022-2023,LaLiga
2023-02-15,Real Madrid,Elche,H,2022-2023,LaLiga
2023-02-17,Girona,Almeria,H,2022-2023,LaLiga
2023-02-18,Sociedad,Celta,D,2022-2023,LaLiga
2023-02-18,Betis,Valladolid,H,2022-2023,LaLiga
